t(s),Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,1802230404083058.8,1802576492555096.8,346088472037.3903,0.0,0.0,0.0,0.0,0.0
2.1,2688617106385118.5,2831286909859246.0,516304342614.24536,184161534369.1971,533323156572.0239,4908848828507.556,60918038172847.73,75609127439212.86
3.3100000000000005,3339837429293538.0,3711256607877712.0,641360409024.1967,480189804758.2484,1390626780160.3455,12802110403514.145,158870012580335.53,197234878606382.03
4.641000000000001,3869267135614026.5,4546967649108438.0,743028606833.9736,876401767086.7822,2538093687560.7925,23370530988864.75,290016483880179.6,360155974563897.2
6.105100000000002,4319391358616008.5,5379641325493336.0,829467501473.357,1370997798514.8938,3970530949768.296,36568609582478.37,453790879483911.7,563719481561187.0
7.7156100000000025,4711483633598748.0,6232261905841445.0,904762322671.5027,1966006154140.3215,5693834820802.633,52453384906188.57,650898710878198.2,808861573160704.6
9.487171000000004,5058029130622248.0,7120691890005453.0,971310640326.2543,2665575701104.61,7720047751468.616,71139084142833.17,882754651743404.2,1097412089404073.8
11.435888100000005,5367157530288348.0,8057615418595061.0,1030673624799.7533,3475330527781.915,10065490605711.72,92780084724819.55,1151270965344912.0,1431835343478670.5
13.579476910000007,5644576791441155.0,9054270843399930.0,1083947394943.0352,4402097092200.034,12749973917231.334,117563831074713.22,1458769449581348.0,1815124752898339.8
15.937424601000009,5894534327134854.0,1.0121336760671066e+16,1131947596004.4507,5453792737637.68,15796476716714.436,145708087544555.84,1807947164815658.5,2250764964125626.8
18.53116706110001,6120340469268697.0,1.1269444698746102e+16,1175309922334.0342,6639394939644.203,19231059479708.516,177460387364093.97,2201869378092578.2,2742728699679050.5
21.384283767210015,6324673422711886.0,1.250951068975542e+16,1214548678767.395,7968955661324.267,23082908103996.03,213098737909078.6,2643978054397759.0,3295494062292603.5
24.522712143931017,6509766408088709.0,1.3852973560150948e+16,1250092718294.9639,9453643406955.316,27384458579788.066,252933129495024.03,3138110266434744.5,3914075561427418.0
27.97498335832412,6677527440280571.0,1.5311983990384202e+16,1282308443537.5005,11105803828861.195,32171575964050.12,297307617130527.75,3688523650430084.0,4604065594306550.0
31.772481694156536,6829618760806438.0,1.6899568203945034e+16,1311515060417.68,12939033784900.553,37483772993437.12,346602854805280.2,4299927400195755.5,5371684866298806.0
35.949729863572195,6967511164141823.0,1.862978008553602e+16,1337995010628.8435,14968265778782.246,43364459582665.1,401239018989836.06,4977517997811875.0,6223841184220420.0
40.544702849929415,7092522174069921.0,2.051785018345336e+16,1362001302770.0276,17209860703102.162,49861217338125.56,461679087724390.7,5727019244912949.0,7168196597402108.0
45.59917313492236,7205843516747576.0,2.2580337064069052e+16,1383762788092.5913,19681707209659.355,57026094414476.11,528432456394447.1,6554726337746478.0,8213243188768338.0
51.1590904484146,7308561308751395.0,2.4835284756874212e+16,1403488037279.515,22403326098727.7,64915916265872.85,602058877634391.1,7467553803757071.0,9368388036329448.0
57.27499949325607,7401671174050306.0,2.7302389010001844e+16,1421368243409.1545,25395977984327.54,73592607486839.42,683172714446677.1,8473087133030695.0,1.0644048034759556e+16
64.00249944258168,7486089771145293.0,3.000317447841301e+16,1437579435551.1763,28682772229229.586,83123519212067.45,772447494582619.9,9579637919326922.0,1.2051755422481332e+16
71.40274938683986,7562663753476333.0,3.2961184625797628e+16,1452284199463.964,32288774785463.785,93581755548158.47,870620751458759.0,1.0796302284420506e+16,1.3604275021908988e+16
79.54302432552385,7632176889737011.0,3.620218593806455e+16,1465633044932.9524,36241112132965.67,105046491270301.19,978499132663986.1,1.2133022299485316e+16,1.5315734379730078e+16
88.49732675807624,7695355870745880.0,3.975438795893434e+16,1477765520883.8662,40569067975547.73,117603271517497.33,1096963751311101.2,1.3600650036485604e+16,1.7201768195377778e+16
98.34705943388387,7752875188448632.0,4.36486806262117e+16,1488811152314.1914,45304168717279.32,131344282423817.72,1226975747722423.0,1.5211013776193096e+16,1.927967865155417e+16
109.18176537727226,7805361369037700.0,4.791889038403536e+16,1498890253193.5776,50480252989077.984,146368579486081.6,1369582018704327.8,1.6976985761146758e+16,2.1568613512418136e+16
121.09994191499949,7853396763885405.0,5.260205655382672e+16,1508114654449.6804,56133519611859.41,162782257949184.44,1525921058389964.8,1.8912550704511384e+16,2.4089764134824504e+16
134.20993610649944,7897523041956450.0,5.773872945255718e+16,1516588374628.0813,62302547360048.39,180698546558577.53,1697228837712172.2,2.1032874041949644e+16,2.6866585848645604e+16
148.6309297171494,7938244481308972.0,6.33732917427075e+16,1524408251970.4932,69028278724920.68,200237802670766.03,1884844628386606.0,2.335436863570661e+16,2.9925043507657748e+16
164.49402268886433,7976031122341482.0,6.955430447759624e+16,1531664549943.5552,76353958576913.19,221527382935116.78,2090216651192756.2,2.589475830035791e+16,3.329388539764206e+16
181.94342495775078,8011321819439005.0,7.633487926360184e+16,1538441543256.9268,84325017206551.12,244701359601149.34,2314907396664536.0,2.867313611021915e+16,3.700494911892823e+16
201.13776745352587,8044527208835299.0,8.377307789313702e+16,1544818087791.9902,92988885716371.11,269900048040765.44,2560598428346885.5,3.1710014961330716e+16,4.10935035427792e+16
222.25154419887846,8076032597293391.0,9.193234070559568e+16,1550868175325.1104,102394730191407.38,297269306431673.9,2829094433833742.5,3.5027367288554268e+16,4.5598631481116e+16
245.47669861876633,8106200767259286.0,1.0088194480528158e+17,1556661472210.8655,112593089568007.84,326959563919368.75,3122326236192290.5,3.864865017370301e+16,5.056365831316716e+16
271.024368480643,8135374688285047.0,1.1069749310397746e+17,1562263840065.9475,123635400755251.31,359124529238111.3,3442352417486884.5,4.259881131837779e+16,5.6036632485994344e+16
299.1268053287073,8163880120748546.0,1.2146143496154984e+17,1567737835770.3545,135573393483508.08,393919528109868.2,3791359136488444.5,4.690427049257764e+16,6.2070864552306104e+16
330.03948586157804,8192028095390147.0,1.3326361897352723e+17,1573143187621.319,148458336750154.94,431499415266819.75,4171657644103529.5,5.159287010882676e+16,6.872553223000227e+16
364.0434344477359,8220117250274360.0,1.4620187820648832e+17,1578537244108.0671,162340118846302.7,472016006324313.2,4585678912825317.0,5.669378751963948e+16,7.60663598613344e+16
401.44777789250946,8248436004943286.0,1.6038264792205456e+17,1583975391421.9158,177266144083971.6,515614976807891.1,5035964701483506.0,6.223740051121579e+16,8.416638160812838e+16
442.5925556817604,8277264549361215.0,1.7592161557715574e+17,1589511435400.154,193280031867632.47,562432181442121.9,5525154275563780.0,6.8255096299023336e+16,9.3106798728462e+16
487.8518112499365,8306876622467955.0,1.9294440267018592e+17,1595197943067.6895,210420108096630.12,612589357564334.6,6055965899482983.0,7.477901316990989e+16,1.0297794231472093e+17
537.6369923749302,8337541051566501.0,2.1158727785980538e+17,1601086538250.9446,228717685526981.25,666189193631388.4,6631172115285653.0,8.184170283265758e+16,1.138803538945993e+17
592.4006916124232,8369523019266346.0,2.319979007704107e+17,1607228144873.3347,248195139172720.53,723309768762445.8,7253567729413196.0,8.94757006367719e+16,1.2592599724887973e+17
652.6407607736655,8403085019271064.0,2.5433609608853926e+17,1613673170498.3887,268863795587378.5,783998403649217.4,7925929355585342.0,9.771299023815968e+16,1.3923961560311592e+17
718.9048368510321,8438487456026295.0,2.787746580412796e+17,1620471621482.235,290721671359120.7,848265008371518.1,8650965321218634.0,1.0658434921689006e+17,1.539602488957928e+17
791.7953205361354,8475988836349136.0,3.055001862478172e+17,1627673139772.8364,313751116633859.4,916075069700483.5,9431254755482876.0,1.1611856282770635e+17,1.7024292596880502e+17
871.9748525897489,8515845494017393.0,3.347139553890924e+17,1635326950021.9211,337916443909836.1,987342489649286.9,1.0269174762618326e+16,1.2634149479113171e+17,1.8826054608081587e+17
960.1723378487239,8558310781507717.0,3.666328233113393e+17,1643481704371.7,363161650228270.6,1061922567461575.1,1.1166814773937868e+16,1.3727500717965822e+17,2.0820596287684115e+17
1057.1895716335964,8603633657510857.0,4.014901852471855e+17,1652185211210.5784,389408371072872.25,1139605506307183.2,1.2125877501564948e+16,1.489357264497847e+17,2.3029428157573398e+17
1163.9085287969563,8652056595764109.0,4.395369859895417e+17,1661484033599.0918,416554234784646.2,1220110918734752.5,1.3147566427596318e+16,1.6133365999558224e+17,2.5476537633304547e+17
1281.299381676652,8703812741813865.0,4.810428072623894e+17,1671422943273.3206,444471814045042.9,1303083893494720.0,1.4232460499243186e+16,1.744706777509894e+17,2.818866291398596e+17
1410.4293198443174,8759122251774517.0,5.262970543308859e+17,1682044217564.229,473008391743308.94,1388093259307361.0,1.538037770940546e+16,1.8833888680933168e+17,3.119558838651063e+17
1552.4722518287492,8818187763773273.0,5.756102741288072e+17,1693386769763.7175,501986766900605.2,1474632723453820.8,1.6590230563522036e+16,2.029189441013197e+17,3.4530459882306874e+17
1708.7194770116243,8881188981919158.0,6.293156467623304e+17,1705485109065.6787,531207315888827.56,1562125556357859.8,1.7859878093087082e+16,2.1817837296967894e+17,3.8230116836028934e+17
1880.5914247127869,8948276398079295.0,6.87770702872286e+17,1718368134937.2578,560451488160599.2,1649933417187661.0,1.9185981071146244e+16,2.3406997366733325e+17,4.233543684622447e+17
2069.6505671840655,9019564242351758.0,7.513593304062301e+17,1732057783374.0027,589486847873698.2,1737369749908699.8,2.0563869365727756e+16,2.5053044440561654e+17,4.6891686373696794e+17
