t(s),Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,3675938732058570.0,3710611865695486.0,34673133636920.73,0.0,0.0,0.0,0.0,0.0
2.1,5649441955638866.0,5702730043701595.0,53288088062736.64,0.0,0.0,0.0,0.0,0.0
3.3100000000000005,7238220275293062.0,7306494422858881.0,68274147565832.41,0.0,0.0,0.0,0.0,0.0
4.641000000000001,8658835570258159.0,8740509590564358.0,81674020306195.22,0.0,0.0,0.0,0.0,0.0
6.105100000000002,9992094660248234.0,1.008634457168638e+16,94249911438166.25,0.0,0.0,0.0,0.0,0.0
7.7156100000000025,1.1278636066398398e+16,1.1385021207601566e+16,106385141203148.44,0.0,0.0,0.0,0.0,0.0
9.487171000000004,1.2542613881760586e+16,1.2660921423315188e+16,118307541554577.52,0.0,0.0,0.0,0.0,0.0
11.435888100000005,1.3800083344532954e+16,1.3930251897060308e+16,130168552527338.0,0.0,0.0,0.0,0.0,0.0
13.579476910000007,1.5062639894738204e+16,1.5204717442137978e+16,142077547399767.97,0.0,0.0,0.0,0.0,0.0
15.937424601000009,1.633922546310217e+16,1.6493344333497026e+16,154118870394838.62,0.0,0.0,0.0,0.0,0.0
18.53116706110001,1.7637115842921786e+16,1.7803476992922544e+16,166361150000726.6,0.0,0.0,0.0,0.0,0.0
21.384283767210015,1.896250150460774e+16,1.9141364282073364e+16,178862777465654.72,0.0,0.0,0.0,0.0,0.0
24.522712143931017,2.0320849755371932e+16,2.051252507821546e+16,191675322843578.25,0.0,0.0,0.0,0.0,0.0
27.97498335832412,2.171714159926989e+16,2.192198736842567e+16,204845769155743.38,0.0,0.0,0.0,0.0,0.0
31.772481694156536,2.315603283908011e+16,2.337445087104214e+16,218418031961946.78,0.0,0.0,0.0,0.0,0.0
35.949729863572195,2.464196687298283e+16,2.487440089626889e+16,232434023286047.9,0.0,0.0,0.0,0.0,0.0
40.544702849929415,2.6179254412818428e+16,2.6426188816336104e+16,246934403517678.25,0.0,0.0,0.0,0.0,0.0
45.59917313492236,2.777212765166544e+16,2.8034086743958336e+16,261959092292909.44,0.0,0.0,0.0,0.0,0.0
51.1590904484146,2.9424770686343068e+16,2.970231824172906e+16,277547555385995.62,0.0,0.0,0.0,0.0,0.0
57.27499949325607,3.1141323127461816e+16,3.143506196614616e+16,293738838684273.56,0.0,0.0,0.0,0.0,0.0
64.00249944258168,3.2925849608235544e+16,3.3236420888739736e+16,310571280504157.8,0.0,0.0,0.0,0.0,0.0
71.40274938683986,3.4782264828396028e+16,3.5110346632901628e+16,328081804505547.7,0.0,0.0,0.0,0.0,0.0
79.54302432552385,3.671420275494171e+16,3.706050744083441e+16,346304685892659.06,0.0,0.0,0.0,0.0,0.0
88.49732675807624,3.87248205722937e+16,3.909009027447148e+16,365269702177718.56,0.0,0.0,0.0,0.0,0.0
98.34705943388387,4.081653339218932e+16,4.120153302307251e+16,384999630883166.5,0.0,0.0,0.0,0.0,0.0
109.18176537727226,4.2990684225904744e+16,4.339619136256084e+16,405507136656101.7,0.0,0.0,0.0,0.0,0.0
121.09994191499949,4.524716399411225e+16,4.5673955181272696e+16,426791187160486.7,0.0,0.0,0.0,0.0,0.0
134.20993610649944,4.758400645579385e+16,4.80328396882276e+16,448833232433829.3,0.0,0.0,0.0,0.0,0.0
