t(s),Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,4979439179293902.0,5254691358970268.0,275252179676401.3,0.0,0.0,0.0,0.0,0.0
2.1,1727845346231266.5,1.7543132093882036e+16,95510855716280.6,7732330662460.64,97500661450622.36,2628402143808081.5,1.0634697741681954e+16,2351443014331336.0
3.1,1584170690001083.8,2.929346905849566e+16,87568269559513.34,13533423628137.824,170632024016904.6,4552710052522075.0,1.8639574398020656e+16,4245280200747088.5
4.2,1553047086351722.0,4.233928252926871e+16,85847773134341.05,20215814781523.566,254874050162738.4,6764194690182853.0,2.7322834084436304e+16,6338269030219156.0
5.41,1541111805434051.8,5.6732024655863384e+16,85187995059342.78,27643729972881.43,348517662083061.8,9228251361630142.0,3.684648044610804e+16,8654831655575621.0
6.7410000000000005,1535164218401366.2,7.258452365995328e+16,84859213105479.06,35845133977203.414,451914328050818.06,1.19514321852897e+16,4.7312117762251304e+16,1.1213190818877258e+16
8.205100000000002,1531719300002688.2,9.003415108919853e+16,84668777712362.84,44881490440069.305,565838641163090.4,1.4953512350414062e+16,5.882006499320999e+16,1.4033465536256692e+16
9.815610000000003,1529525169011447.2,1.0923640445042382e+17,84547485593271.47,54829375890903.47,691255934301764.0,1.8259752922312256e+16,7.1478041272717576e+16,1.713845229059686e+16
11.587171000000005,1528035993743202.5,1.3036414139932219e+17,84465163381223.97,65776330189665.04,829269879466048.4,2.1899218818569484e+16,8.54035817582759e+16,2.0553793455696776e+16
13.535888100000006,1526980143070242.5,1.536083667601207e+17,84406795369882.73,77820067281308.81,981112503282283.4,2.590445673221927e+16,1.0072544903406728e+17,2.430814148483029e+16
15.679476910000009,1526208287414006.0,1.7917963674136765e+17,84364126634699.81,91068702662172.55,1148147035764558.5,3.0311538347654976e+16,1.175848392374931e+17,2.8433471003744496e+16
18.037424601000012,1525632913899403.5,2.0730980632580582e+17,84332319463032.86,105641501743822.66,1331877351070832.5,3.5160321412479964e+16,1.3613671344885589e+17,3.2965287378293176e+16
20.631167061100015,1525199308254157.2,2.3825404667370938e+17,84308349243360.77,121669764192699.45,1533959114618364.8,4.049473020303183e+16,1.5655115259618128e+17,3.794302733818704e+16
23.48428376721002,1524871839788458.0,2.7229310685353792e+17,84290246303140.1,139297928671894.58,1756213722395796.0,4.6363132698582296e+16,1.7901485962709744e+17,4.341044079069739e+16
26.62271214393102,1524626493973037.8,3.097358234536105e+17,84276683111091.58,158684808585609.44,2000643894314113.8,5.281876225482255e+16,2.0373281647467856e+17,4.941601284412759e+16
30.074983358324126,1524446647928319.0,3.509218920974135e+17,84266740746681.95,180004965403072.8,2269451006346569.0,5.9920189113304504e+16,2.3093011349680464e+17,5.601342012687893e+16
33.87248169415654,1524320569426687.2,3.9622492107945363e+17,84259770645063.92,203450223870695.72,2565054216210304.0,6.7731843625735144e+16,2.608539719735059e+17,6.326202070006183e+16
38.049729863572196,1524239877115210.2,4.460557916861537e+17,84255309478140.27,229231337214364.06,2890111485393052.5,7.632459439155594e+16,2.9377597937299104e+17,7.122737991240629e+16
42.644702849929416,1524198560320115.5,5.008663533672877e+17,84253024969256.06,257579812951587.66,3247542632328102.0,8.577638558555563e+16,3.299945563529152e+17,7.998183739824507e+16
47.69917313492236,1524192336979522.2,5.611534852827835e+17,84252680399615.2,288749911698032.1,3640554574022251.5,9.617293857412342e+16,3.69837674037297e+17,8.960512316826427e+16
53.2590904484146,1524218222697373.5,6.274635591129644e+17,84254110785464.89,323020832738314.1,4072668931185308.0,1.076085236301959e+17,4.136658402571111e+17,1.001850331282496e+17
59.37499949325606,1524274235584273.5,7.003973415183826e+17,84257206561595.72,360699101320159.06,4547752187221894.0,1.20186808241982e+17,4.618753744742068e+17,1.118181760715054e+17
66.10249944258167,1524359190902913.5,7.80615378344499e+17,84261902229229.64,402121173706145.44,5070048605376762.0,1.3402178921476334e+17,5.149019932451584e+17,1.2461080501236531e+17
73.50274938683985,1524472556755113.2,8.688439066359401e+17,84268168378303.86,447656277006264.1,5644216121244231.0,1.492388165128917e+17,5.732247313565856e+17,1.386797456430778e+17
81.64302432552384,1524614352426045.5,9.658813447904581e+17,84276006067842.31,497709501712918.0,6275365439714507.0,1.6597571759246634e+17,6.373702279818856e+17,1.5415343391618426e+17
90.59732675807624,1524785077393763.8,1.0726054157721724e+18,84285442901500.6,552725165641466.25,6969102575922540.0,1.8438403183842115e+17,7.07917411992576e+17,1.7117307367930397e+17
100.44705943388387,1524985663019796.0,1.1899809632390129e+18,84296530356934.27,613190468600897.2,7731575088359927.0,2.0463036564375245e+17,7.855026254455139e+17,1.898939243994027e+17
111.28176537727225,1525217441490628.2,1.3190685257402289e+18,84309342068781.48,679639457524208.0,8569522258321216.0,2.2689787965307498e+17,8.708252288562213e+17,2.104867287315334e+17
123.19994191499948,1525482128237511.8,1.4610337398196808e+18,84323972856742.02,752657321906946.4,9490329472426506.0,2.5138792073922666e+17,9.646537359229678e+17,2.3313929026205875e+17
136.30993610649944,1525781815168007.5,1.6171576489308654e+18,84340538351312.28,832885039152039.5,1.0502087063077196e+16,2.783218123940505e+17,1.0678325288662486e+18,2.5805821321481728e+17
150.7309297171494,1526118972806183.8,1.7888480015339423e+18,84359175111994.77,921024388699330.4,1.1613653854132646e+16,3.079428183984057e+17,1.181289208659188e+18,2.8547081808559043e+17
166.59402268886436,1526496459988705.0,1.9776516286009818e+18,84380041163188.06,1017843352508710.2,1.2834725644367246e+16,3.405182958984183e+17,1.3060426374035108e+18,3.156272498010137e+17
184.0434249577508,1526917540177733.8,2.1852679979928317e+18,84403316895849.45,1124181917419304.9,1.4175908837568516e+16,3.7634205535957824e+17,1.4432117331937178e+18,3.4880279782746355e+17
203.2377674535259,1527385890017377.5,2.4135640519539005e+18,84429205540356.22,1240958280768057.2,1.5648799250765434e+16,4.157369404899567e+17,1.594025081515028e+18,3.853004573218338e+17
224.35154419887849,1527905683801984.2,2.664590434681846e+18,84457937835801.97,1369175535022054.5,1.7266067083148998e+16,4.590576824161421e+17,1.7598314273847844e+18,4.254537186411248e+17
247.57669861876636,1528481537903105.5,2.940599243488459e+18,84489768957763.08,1509928663997927.0,1.9041545935667784e+16,5.0669396717749357e+17,1.9421111292005404e+18,4.696297012038972e+17
273.124368480643,1529118613800417.2,3.244063420171339e+18,84524984213664.92,1664412079362798.8,2.09903288170689e+16,5.5907384938178874e+17,2.1424886326487526e+18,5.182325536463641e+17
301.2268053287073,1529822644133004.5,3.5776979274308424e+18,84563900482730.78,1833927502830446.5,2.312886869470832e+16,6.16667455863307e+17,2.3627460582805934e+18,5.7170723054479795e+17
332.13948586157807,1530599983224154.5,3.9444828552209884e+18,84606869008798.81,2019892245758093.8,2.547508428483517e+16,6.799910392499224e+17,2.604837976356518e+18,6.305436562317007e+17
366.1434344477359,1531457663681129.5,4.347688611547795e+18,84654278528934.06,2223847832949282.5,2.8048470452319916e+16,7.49611404781338e+17,2.8709074545603267e+18,6.952813219786386e+17
403.5477778925095,1532403459532522.0,4.790903359942855e+18,84706558763431.3,2447468913441769.5,3.0870212546945644e+16,8.261507409707374e+17,3.1633034636474583e+18,7.66514363845997e+17
444.69255568176044,1533445956462557.8,5.27806287277114e+18,84764184298098.94,2692572379270292.5,3.396330373632965e+16,9.102918863959844e+17,3.4845997262662144e+18,8.448971738526072e+17
489.9518112499365,1534594629761138.8,5.813482975343615e+18,84827678893048.25,2961126586769697.5,3.735266407088959e+16,1.0027840664504316e+18,3.8376150926214e+18,9.311506033054792e+17
539.7369923749302,1535859930683647.0,6.401894760045082e+18,84897620256347.9,3255260543302326.5,4.106525962610728e+16,1.1044491352347747e+18,4.225435522924175e+18,1.0260688241658026e+18
594.5006916124232,1537253381999898.8,7.048482751807031e+18,84974645325615.53,3577272884645982.0,4.5130219602652664e+16,1.2161883588405714e+18,4.651437750121998e+18,1.1305269223298157e+18
654.7407607736656,1538787683603710.2,7.758926205578454e+18,85059456105723.58,3929640423961318.0,4.95789487166062e+16,1.3389897769484042e+18,5.119314686526535e+18,1.245489305823183e+18
721.0048368510322,1540476829153423.8,8.539443712169864e+18,85152826116260.39,4315026001600481.5,5.4445231571235496e+16,1.4739361797970527e+18,5.633102623822029e+18,1.372019021322659e+18
793.8953205361355,1542336234820482.0,9.396841279988896e+18,85255607508277.27,4736285305451025.0,5.976532496086696e+16,1.6222137369984384e+18,6.197210256537153e+18,1.5112880843447068e+18
874.0748525897491,1544382881337248.8,1.033856404559978e+19,85368738916165.6,5196472263640203.0,6.557803321059275e+16,1.7851213131571028e+18,6.81644953321497e+18,1.6645889421332265e+18
962.2723378487241,1546635470657902.8,1.1372751744352098e+19,85493254117286.83,5698842535152089.0,7.192476070050098e+16,1.9640805025338033e+18,7.496068305813529e+18,1.833347204044392e+18
1059.2895716335966,1549114598677256.8,1.250829804194955e+19,85630291579232.94,6246854539567247.0,7.884953466257384e+16,2.1606464107395418e+18,8.241784704679984e+18,2.0191357924376445e+18
1166.0085287969564,1551842945592295.0,1.3754913786898029e+19,85781104982294.81,6844167375687868.0,8.639899018248714e+16,2.3765192052551706e+18,9.059823111852307e+18,2.223690688181862e+18
1283.3993816766522,1554845485637476.2,1.512319419017673e+19,85947074812842.62,7494634882088292.0,9.462230810784715e+16,2.613556447948507e+18,9.956951537259704e+18,2.448928469418058e+18
1412.5293198443176,1558149718078661.8,1.662468986978526e+19,86129721131798.9,8202294993637039.0,1.0357109529340773e+17,2.873786211108346e+18,1.0940520118109116e+19,2.6969658708415396e+18
1554.5722518287494,1561785921506412.0,1.8271981611352076e+19,86330717631001.08,8971353451293483.0,1.1329919535554173e+17,3.159420963105778e+18,1.201850035851863e+19,2.9701416242816256e+18
1710.8194770116245,1565787433624793.0,2.0078758588764324e+19,86551907098853.73,9806160834465362.0,1.2386241693928122e+17,3.4728721897526374e+18,1.3199524601142663e+19,3.271040880754713e+18
1882.691424712787,1570190958879727.8,2.20598996576268e+19,86795318424838.17,1.071118181480383e+16,1.3531816552768805e+17,3.816765691699789e+18,1.4492925071646155e+19,3.6025225606611425e+18
2071.750567184066,1575036906401936.8,2.4231557175920923e+19,87063185279671.78,1.169095548929999e+16,1.4772496418707187e+17,4.193957465539332e+18,1.5908771656715719e+19,3.96775003389792e+18
2279.7156239024725,1580369760839360.0,2.661124261721195e+19,87357966613466.69,1.2750045654102582e+16,1.6114184852647533e+17,4.6075500351319383e+18,1.7457907362930405e+19,4.370225597241626e+18
2508.47718629272,1586238488704593.2,2.921791301894924e+19,87682369116992.19,1.3892979947551198e+16,1.756276217872384e+17,5.060909048274383e+18,1.9151980153317896e+19,4.813829294764222e+18
2760.114904921992,1592696982835630.2,3.2072057049205117e+19,88039371789667.78,1.512417694445128e+16,1.912399576503546e+17,5.557679890016004e+18,2.1003469567020077e+19,5.302862721219471e+18
3036.9163954141914,1599804547426974.5,3.5195779177817756e+19,88432252750096.75,1.6447860550385402e+16,2.080343413880078e+17,6.101803985213262e+18,2.3025706191875883e+19,5.842098561989993e+18
3341.398034955611,1607626425780861.2,3.8612880102066495e+19,88864618407951.89,1.7867961454846868e+16,2.2606284476689635e+17,6.697534366328626e+18,2.523288167747227e+19,6.436836760999954e+18
3676.3278384511723,1616234372384561.8,4.234893120467842e+19,89340435085986.78,1.9388005986853684e+16,2.45372737037518e+17,7.349449964608328e+18,2.76400465463164e+19,7.092968375921819e+18
4044.7506222962897,1625707270045698.8,4.643134041832494e+19,89864063132603.31,2.1010993507246904e+16,2.660049438158499e+17,8.062467939671638e+18,3.0263092584425886e+19,7.817048385571133e+18
4450.015684525919,1636131791484522.0,5.088940644561003e+19,90440293491746.89,2.273926449388601e+16,2.879923780317733e+17,8.841853189741374e+18,3.3118716074115273e+19,8.616378967142759e+18
4895.807252978511,1647603102821786.5,5.575435785274967e+19,91074386588517.2,2.457436274428821e+16,3.1135818261093677e+17,9.693223977262275e+18,3.6224357579718062e+19,9.499105072924803e+18
5386.177978276362,1660225603588430.5,6.105937314293847e+19,91772113233438.97,2.6516896630746916e+16,3.361139431842022e+17,1.062255235711056e+19,3.9598113425931985e+19,1.0474324522363793e+19
5925.585776103999,1674113693926869.2,6.683957755655722e+19,92539797029613.31,2.8566406062038e+16,3.622579505462358e+17,1.1636157801418938e+19,4.325861344079489e+19,1.1552215304244054e+19
6518.9343537144,1689392554176141.5,7.31320120883093e+19,93384357464224.89,3.0721243658059276e+16,3.8977361597791475e+17,1.2740692070902612e+19,4.7224859003722105e+19,1.27441833771368e+19
7171.61778908584,1706198914091609.0,7.997557012195131e+19,94313352426848.25,3.297848048929211e+16,4.1862816628339104e+17,1.3943112975920087e+19,5.151601496750909e+19,1.4063035019483124e+19
7889.569567994425,1724681782052090.2,8.741089724105597e+19,95335018515784.47,3.533384845088172e+16,4.4877176812547014e+17,1.5250644261384915e+19,5.615114886519583e+19,1.5523178481099024e+19
8679.316524793869,1745003081961583.0,9.54802503072832e+19,96458306241784.75,3.778173234713783e+16,4.8013724571139e+17,1.6670718202311303e+19,6.1148910365208265e+19,1.7140861300317219e+19
9548.038177273256,1767338143350641.2,1.0422731290429265e+20,97692907116924.9,4.031522539711465e+16,5.1264056666331526e+17,1.8210897158969815e+19,6.652714484726279e+19,1.8934450074948874e+19
10503.631995000582,1791875952771550.5,1.1369696593113542e+20,99049267548385.28,4.292626067726282e+16,5.461822594932534e+17,1.987876955626111e+19,7.230243530575749e+19,2.0924761623725572e+19
11554.78519450064,1818819055681184.8,1.2393501464937626e+20,100538583412216.92,4.560582854360302e+16,5.806498995964262e+17,2.168181533287375e+19,7.848956884046466e+19,2.313545539025838e+19
12711.053713950705,1848382961509224.0,1.349878770633931e+20,102172767164869.75,4.834428521757981e+16,6.159217447888044e+17,2.3627235446796394e+19,8.510092695649287e+19,2.5593498074368455e+19
13982.949085345777,1880794866872224.0,1.4690224334870947e+20,103964377264356.14,5.1131750446352456e+16,6.518715153597056e+17,2.572173989571146e+19,9.214580393956075e+19,2.832971148838641e+19
15382.033993880357,1916291472567658.5,1.5972472232074655e+20,105926497499253.6,5.395858235068734e+16,6.883741952621448e+17,2.797128913456645e+19,9.962966548988146e+19,3.137941270071591e+19
16921.027393268396,1955115636967027.0,1.7350149876060943e+20,108072551999026.03,5.681590567527593e+16,7.253125847450525e+17,3.0380785193439842e+19,1.0755337161120968e+20,3.4783150277351748e+19
18613.920132595238,1997511595457524.0,1.8827803473189477e+20,110416040982529.95,5.969615673039009e+16,7.62584172757262e+17,3.295371187212487e+19,1.1591240395443526e+20,3.858753064821111e+19
20476.102145854762,2043718503695394.5,2.0409885850122882e+20,112970183856021.4,6.259359622472157e+16,8.001077420701732e+17,3.569172895400353e+19,1.2469615691392621e+20,4.284611460631688e+19
22524.50236044024,2093962156344782.2,2.2100749555072342e+20,115747461463462.5,6.550473248900786e+16,8.378290023644596e+17,3.859423419108436e+19,1.338873680698331e+20,4.762034984533452e+19
24777.742596484266,2148444906896419.2,2.390466060987442e+20,118759058906019.75,6.842859491871135e+16,8.757244990843561e+17,4.165791878794821e+19,1.4346176619839318e+20,5.29805008144338e+19
27256.306856132695,2207334045218979.8,2.582584005792105e+20,122014223119600.75,7.136680234542761e+16,9.138030877098616e+17,4.487635519296278e+19,1.533879930380015e+20,5.900655310992184e+19
29509.54709217672,2260137784140330.0,2.7523495947843804e+20,124933008747228.02,7.385280380861734e+16,9.460112961957164e+17,4.7690328106011025e+19,1.6195306147870766e+20,6.456932072292277e+19
31988.111351825148,2317105054693141.0,2.9335814927698933e+20,128081937078958.05,7.639137064017371e+16,9.788820030441691e+17,5.064277026086447e+19,1.7083815471407845e+20,7.081950574136835e+19
34241.351587869176,2368093653480828.5,3.0940701096714096e+20,130900387002693.58,7.856769599168662e+16,1.0070442151317004e+18,5.322186075451117e+19,1.7851469894768555e+20,7.658234035977945e+19
36719.91584751761,2422923657531141.5,3.265797969006369e+20,133931173940925.81,8.08165961900076e+16,1.0361223888058177e+18,5.592438204423154e+19,1.864845854177987e+20,8.30513335987798e+19
38973.15608356163,2471886001622492.0,3.41818957190641e+20,136637619339784.55,8.2763565268942e+16,1.0612773893440033e+18,5.828340672625095e+19,1.9338156648474342e+20,8.900733450141439e+19
41021.55629814711,2515666689441026.5,3.553824431986669e+20,139057642978549.14,8.446253898745606e+16,1.0832126290518726e+18,6.034968404714801e+19,1.9937681981948897e+20,9.448560943965818e+19
43274.79653419113,2562670066242637.0,3.6997313503918096e+20,141655803795399.62,8.624631662451026e+16,1.1062251928028623e+18,6.2521176615009214e+19,2.0563780245995563e+20,1.0061898012891873e+20
45323.19674877661,2604593404352225.0,3.8298105777713545e+20,143973160202968.47,8.78097949283794e+16,1.1263823432324087e+18,6.442214694424983e+19,2.1109085807988428e+20,1.0625111204827523e+20
47185.37876203613,2642041109186550.0,3.9460564524970954e+20,146043121390399.94,8.918728758034859e+16,1.1441314619339619e+18,6.609187123232167e+19,2.1585862084831786e+20,1.1141904633532314e+20
49233.77897662161,2682220544811092.5,4.071637584042128e+20,148264081800262.78,9.06467238190869e+16,1.1629253169256886e+18,6.785230652602743e+19,2.2086507123764904e+20,1.1718997811516406e+20
51095.96098988113,2718044254662008.0,4.184009841906304e+20,150244275164304.6,9.193504158578765e+16,1.1795075193615432e+18,6.9398233139164455e+19,2.2525116946357076e+20,1.2247727073841758e+20
52788.85372920797,2750037828742755.5,4.284755693257186e+20,152012753986918.97,9.307655258054363e+16,1.1941941044782756e+18,7.076015265705601e+19,2.291062401646269e+20,1.2731900379639389e+20
54651.035742467495,2784379716610647.0,4.393959034895964e+20,153911038443262.3,9.429291419737706e+16,1.2098371326684682e+18,7.220103640506579e+19,2.331742585503387e+20,1.327135401965712e+20
56343.92848179433,2815010211890728.0,4.491962324860038e+20,155604172067443.22,9.537149997016762e+16,1.223703671453778e+18,7.347038077810348e+19,2.3675664150383877e+20,1.376471644182547e+20
58206.11049505386,2847851521915081.5,4.598307385317594e+20,157419511049297.03,9.652170439988906e+16,1.2384859114026235e+18,7.481332863603175e+19,2.405416857916523e+20,1.4313771121724226e+20
59899.003234380696,2877121781421452.5,4.693836790118742e+20,159037456783804.94,9.754242319790048e+16,1.2516006025518141e+18,7.59967909389488e+19,2.4388065916771736e+20,1.4815404972022025e+20
61761.18524764022,2908484621696972.5,4.797602945537028e+20,160771072495473.9,9.863176536211461e+16,1.265593232171729e+18,7.724925209646008e+19,2.4741200685631704e+20,1.5373174134769654e+20
63454.07798696706,2936425772871067.5,4.8908994992871224e+20,162315551059635.6,9.959917407209976e+16,1.2780171822965967e+18,7.835354299073082e+19,2.5053189226581275e+20,1.5882379957447786e+20
65316.26000022658,2966353881258923.0,4.9923368388581314e+20,163969861256719.34,1.0063234144302205e+17,1.291282893771184e+18,7.952273157963735e+19,2.5383440297225847e+20,1.6448150377496206e+20
67009.15273955342,2993010581138468.0,5.083615973988666e+20,165443341178638.3,1.0155041996265917e+17,1.303069215055301e+18,8.055421524857884e+19,2.5675625886705503e+20,1.6964334519429267e+20
68548.14613894146,3016805009939358.0,5.165855485036645e+20,166758606215329.06,1.0236838869631792e+17,1.3135691618073833e+18,8.146701774873258e+19,2.5934586440122522e+20,1.743535452395854e+20
70241.0388782683,3042352135545129.5,5.255463182134779e+20,168170753923368.5,1.032450834655055e+17,1.3248215213912102e+18,8.243732748044534e+19,2.6209615831523875e+20,1.7958155529004797e+20
71780.03227765634,3065144831580508.5,5.3362469381414165e+20,169430647717337.94,1.040261597664322e+17,1.334845847643906e+18,8.329616063160603e+19,2.6453797486542052e+20,1.8434845173422647e+20
73472.92501698318,3089606125365247.5,5.4243264685099005e+20,170782775567084.84,1.0486332552861253e+17,1.3455890200960082e+18,8.420935632293505e+19,2.6713472869978938e+20,1.896348490937412e+20
75011.91841637122,3111423753208891.5,5.5037786257944694e+20,171988772018020.0,1.0560923044013051e+17,1.3551606141554995e+18,8.501802655866644e+19,2.6944386508910658e+20,1.9445191767455393e+20
76704.81115569806,3134835011868999.0,5.590459530091122e+20,173282858707051.06,1.064088377318194e+17,1.3654206683946404e+18,8.58783376751391e+19,2.719018750985079e+20,1.9979060261146745e+20
78243.8045550861,3155714847462235.5,5.6686922634450403e+20,174437018279035.88,1.0712142380833688e+17,1.3745639282235558e+18,8.664065876583794e+19,2.7409041911099503e+20,2.0465313296377296e+20
79936.69729441294,3178121198177260.5,5.754091443084597e+20,175675558249746.44,1.0788554776297173e+17,1.3843680799104627e+18,8.745217805516176e+19,2.7642189413956485e+20,2.1003946468930172e+20
81475.69069380098,3198106574940985.5,5.83120586593987e+20,176780276225404.53,1.0856670796207403e+17,1.393107751862368e+18,8.817175831808585e+19,2.7850013656589936e+20,2.1494364236332492e+20
83168.58343312782,3219557086660772.0,5.915428580413444e+20,177965981786889.88,1.0929740438436171e+17,1.4024827989862333e+18,8.893830176626706e+19,2.8071573658528072e+20,2.203736419633624e+20
84707.57683251586,3238693168863974.5,5.991515667174173e+20,179023754635370.75,1.0994897464271117e+17,1.4108427603814262e+18,8.961848072499993e+19,2.8269280567160016e+20,2.253160708688751e+20
86400.0,3259186502081111.5,6.074637235551057e+20,180156551848976.56,1.1064647829897418e+17,1.4197922209417165e+18,9.034281733092168e+19,2.8480131716667038e+20,2.307857110152232e+20
